"MIP","STDIP","EKIP","SIP","MC","STDC","EKC","SC","TARGET"
"115.390625","57.53181652",".134933768","-.617322984","7.144648829","32.11121945","4.938226961","25.10704484","0"
"112.3359375","47.32406189",".176803984",".070603171","9.567725753","31.76159513","3.759209678","15.14567684","0"
"114.78125","45.58644561",".463395921",".40390872","1.58361204","15.42645295","11.74395471","152.4068557","0"
"141.1328125","49.27781117",".033004919","-.246759638","1.764214047","14.04250322","10.44301599","134.2599111","0"
"139.7578125","50.98923693","-.21951455",".016837252","2.320234114","14.52711541","10.02503483","126.47367","0"
"132.6328125","51.81123658","-.094565841","-.026442408","2.415551839","18.47298649","9.579030745","103.2228079","0"
"107.7265625","47.95647682",".206318928","-.377853058","2.295986622","15.4172519","10.181646","125.5484235","0"
"11.21875","30.97351124","5.992364991","37.86874123","97.44565217","76.52752946",".191543281","-1.020215434","1"
"114.9140625","49.59146023",".277724749","-.119660131","3.032608696","18.42774301","8.964669624","93.63222406","0"
"117.5234375","46.44249886",".217898345",".394391317","3.678929766","20.95437609","7.108818411","56.97817231","0"
"147.3515625","56.18379296","-.505579096","-.375884674","28.22491639","56.72964767","1.740970967","1.549961487","0"
"92.5703125","36.13531072",".527988678","2.10538453","5.688963211","26.66430565","5.224111855","29.32918926","0"
"97.171875","45.65617246",".721308334",".482644292","1.557692308","12.59077472","11.43467599","169.9231026","0"
"129.7265625","52.42654308","-.008386922","-.438829661","2.24916388","13.98870032","9.584320286","121.875011","0"
"86.21875","53.08335684",".972317854",".341129365","139.6145485","101.0907789","-.612073279","-1.548335256","0"
"105.046875","47.0855039",".408034355",".331754041","3.5409699","26.12980513","7.5785166","57.36771316","1"
"121.2421875","53.30612449","-.060070048","-.345070679","9.928093645","36.8351409","3.928682999","15.28993929","0"
"127.25","57.49809779",".07002836","-.396937588","3.822742475","24.55504399","7.154336688","53.80126106","0"
"103.1484375","39.96621422",".109904792",".92350281","6.018394649","29.11661473","5.225580902","28.06538175","0"
"81.9375","35.63108501",".896465308","3.3318637","3.505016722","18.93018704","6.877126304","57.21234667","0"
"163.4296875","43.74190704","-.381954818",".37433299","1.913879599","12.84933693","11.08968644","165.4244706","0"
"65.0703125","47.29366098","1.457665248","3.180849425","39.44732441","72.11873386","1.59027261","1.004465099","0"
"31.5078125","50.32503665","3.407176389","10.56814086","50.03762542","62.76227449","1.508049573","1.452347975","1"
"146.3828125","45.09609897","-.478952075",".135073354","23.94314381","62.75567193","2.405720339","4.162780067","0"
"65.796875","46.20510648","2.289090852","6.235282913","20.37207358","51.02207394","2.94169165","8.457182359","1"
"105.65625","47.59832545",".341087138",".078890076","3.163879599","20.23610386","7.115673267","55.11081835","0"
"119.375","54.68817857",".245444129","-.49456268","3.586956522","26.6504682","7.939648795","62.64647124","0"
"139.3046875","41.68193527","-.164699289",".462717855","1.086120401","10.17087","16.4452854","351.3290111","0"
"134.3828125","50.27519908",".291185528","-.163103815","3.97826087","22.4988189","6.7424379","49.89295749","0"
"149.8671875","53.85532864","-.185069011","-.433919351","5.956521739","28.91311137","6.336595217","42.99305409","0"
"95.9921875","37.4565365",".464600541","2.155718727",".95819398","12.08525698","15.61924689","274.3190807","1"
"149.6640625","48.93542897","-.288795702",".025900189","2.469899666","13.87756775","9.610458689","128.9612193","0"
"125.9296875","57.79802976",".303333555","-.470399941","1.928929766","12.6957897","10.74133335","158.7933521","0"
"128.03125","45.63029721",".362731081",".170986343",".893812709","9.795036378","18.0898338","407.7921598","0"
"130.5859375","50.8548067","-.071388775","-.525115149","7.607859532","36.09439369","4.977692129","24.37546803","0"
"137.78125","51.68185996","-.213840711","-.116116813","3.642140468","19.03483947","7.336194079","65.34279299","0"
"114.046875","51.37999662",".070584787","-.390970697","2.933110368","21.07544675","8.274055422","72.87684789","0"
"87.1640625","40.56144593",".509886945","1.690115143","6.370401338","26.77137367","4.568810015","22.14886813","0"
"119.953125","53.87976478",".070565226","-.556548406","1.765886288","15.19346938","10.97925989","139.9131192","0"
"128.4375","56.70341563","-.093263503","-.550446851",".535953177","8.33784207","25.28186372","733.9610293","0"
"112.609375","60.26688487",".203485944","-.673038686","66.68394649","82.87167484",".891893496","-.704663309","0"
"81.046875","39.38628001",".664244647","1.942166365","3.739966555","25.50339556","7.519670043","58.42153033","0"
"117.0625","39.78079585",".292086726","1.251058688","1.927257525","12.77593995","10.63377623","154.8826502","0"
"105.8515625","54.824021",".37323576","-.173338454","2.808528428","19.62404063","8.104637584","71.59989208","0"
"108.1875","46.96819902",".40537351",".21733415","27.2541806","61.76918364","1.991531","2.333172178","0"
"133.3125","49.66446007",".294180978","-.02667099",".743311037","10.06501426","18.61667541","403.6358734","0"
"135.84375","56.42949659",".050299653","-.772455782","3.877926421","19.82583399","7.013077653","57.3287941","0"
"134.8671875","53.09769461",".165208388","-.430801855","10.08528428","36.67450726","3.718413623","13.15160818","0"
"41.375","39.76532723","3.802018452","16.05622183","23.66053512","55.42796537","2.451976243","5.164108329","1"
"126.40625","49.26355104","-.053176949","-.07184699","3.906354515","23.60884407","6.973065175","52.1720817","0"
"131.046875","55.99495783",".076032445","-.651566078","2.885451505","18.19476814","8.099255716","75.89106417","0"
"134.0546875","42.52082368","-.44919097",".807616804","2.66722408","19.69583838","9.074480484","89.40957529","0"
"80.640625","56.30882124","1.481006321","1.95213608","27.80769231","63.85544771","2.179749782","3.354892112","1"
"130.640625","50.24420588","-.260808829","-.293689167","13.92558528","48.73611952","3.425664022","10.35867391","0"
"76.515625","37.64492503",".857257553","2.773205048","1.805183946","17.41264888","10.93680598","127.8741213","0"
"121.703125","48.82259969",".201694026",".122594589","2.782608696","15.6036688","8.111232696","85.27914879","0"
"141.9296875","47.076929","-.314688353",".27386136","1.915551839","11.95883655","11.44785067","188.5699184","0"
"135.7265625","44.53539934",".134598894",".25748813","1.642140468","11.14959229","13.09093274","243.0025985","0"
"101.390625","42.91128828",".570746218",".963874437","6.260869565","29.09631981","4.831480661","23.35762378","0"
"117.9296875","50.02143034",".146163662","-.120595813","2.397993311","15.63934439","10.05323182","122.7355695","0"
"90.3359375","44.2945181",".524308874",".472682426","19.2867893","51.10078107","2.597692703","5.612991902","0"
"103.4375","40.63475844",".50887377",".79119146",".780936455","10.75675899","16.77272595","323.2942625","0"
"131.609375","46.59084446","-.171014222","-.024109914","1.661371237","17.38208856","11.36316959","133.8924026","0"
"85.671875","46.69868664","1.084527824","1.100296625","109.5752508","82.2437351","-.090484833","-1.401876872","0"
"114.8359375","51.92614607","-.009627119","-.528805933","1.227424749","12.03124904","14.08730859","234.4736858","0"
"127.9921875","50.72759605","-.065354261","-.393038036","1.173913043","14.39463581","14.08772324","213.9224479","0"
"85.5234375","36.69404006",".73314856","2.476574339","1.95735786","18.37346734","10.4034065","114.392908","0"
"131.3671875","60.13446795","-.128236973","-.775475957","2.463210702","16.3094393","10.01656255","119.2249473","0"
"161.4453125","45.3275938","-.3868499",".597409859","2.319397993","17.64083298","9.907935965","107.0288457","0"
"84.8046875","42.76426271",".737207209","1.028279665","1.005852843","12.100228","15.9737358","291.1461423","0"
"100.84375","38.36918472",".333916788","1.345087501","1.759197324","12.13451119","11.35182764","181.0247493","0"
"107.1640625","43.08182211",".202746956",".415875367","3.698996656","22.6539999","7.179441499","56.96432043","0"
"42.0234375","33.02708757","3.6688856","19.64800538","87.90468227","86.47995077",".259049282","-1.504341473","1"
"107.921875","35.99796205",".463238158","1.510355448","3.014214047","21.61890118","7.980025033","67.43259465","0"
"105.953125","51.68668521",".25217906","-.190423448","2.477424749","15.09109437","8.648204386","96.78389871","0"
"53.7890625","30.06208481","3.231805376","18.01165504","30.67056856","67.75205759","1.97295785","2.336556152","1"
"145.234375","46.35840073","-.05023288","-.128192703","2.809364548","15.5567398","8.099294824","86.52401046","0"
"111.6328125","44.7848801",".298077903",".540273266","1.841973244","12.70645995","11.02936975","165.4723693","0"
"133.046875","61.80448752","-.112912856","-.69782282","1.918896321","12.42129513","10.87754787","167.4988391","0"
"46.171875","36.15831279","3.294612925","13.59033242","14.00501672","43.68747295","3.424030632","11.5640852","1"
"108.453125","48.03235553",".322747422",".236921215","2.064381271","18.55120462","10.58132328","121.8257047","0"
"109.9921875","45.36785345",".106601943",".382834323","3.107023411","20.09792708","8.016485629","70.40924705","0"
"37.3046875","41.06579298","3.653733848","13.72233338","51.10618729","64.88992167","1.338573283","1.060299728","1"
"87.5703125","46.19332399",".686262126","1.266967738","6.010869565","29.84139875","5.182647685","26.71224184","0"
"84.7421875","40.00727397","1.368956989","3.812073222","5.736622074","32.04731081","5.9796027","36.14797519","1"
"103.21875","53.55238929",".213810302","-.450497343","1.379598662","15.6908805","12.60230455","167.6400557","0"
"69.2109375","36.15237984","2.602622367","11.03299416","11.81354515","41.38266061","3.902658237","15.15191981","1"
"91.828125","34.11174408","1.446682068","5.265288542","3.741638796","25.31736958","7.23510061","53.58207362","1"
"50.609375","35.50203215","3.667239216","16.4699669","11.73578595","39.9579891","3.982307101","16.36454974","1"
"121.46875","50.81783298",".163271358","-.397776952","2.059364548","19.19937606","9.805691093","98.39020296","0"
"23.734375","31.60658663","5.485040455","31.87704369","32.78177258","57.9005609","2.020024126","3.614699199","1"
"73.6015625","37.38928236","1.97830008","7.076542863","5.881270903","30.21748287","5.758598016","33.90977932","1"
"119.3671875","71.51604618",".061736837","-1.383624796",".886287625","9.267690086","19.86558232","493.5388398","0"
"113.203125","41.31403351",".159530471",".647460517","5.326086957","24.8636554","5.4156207","33.15287902","0"
"111.5625","49.93272818",".344479513","-.207810348","1.637123746","15.78297927","11.46891243","146.7741526","0"
"103.2734375","50.10796388",".392336738","-.036102282","2.203177258","16.70863904","9.344542016","99.69196882","0"
"138.21875","49.24523097","-.136890321",".059618966","2.16722408","12.876262","9.991939458","145.3488015","0"
"136.171875","48.92438512","-.019472875",".063227207","2.810200669","18.69523028","7.848576536","69.38897842","0"
"118.640625","54.48505162",".276858506","-.322175917","2.446488294","14.52720822","8.997733174","107.9399243","0"
"108.625","49.37879732",".557022497",".545145604","2.673076923","18.89739","8.554329114","82.76813766","0"
"131.5","52.03349282","-.092962681","-.190648514","1.108695652","12.96895797","13.23866151","194.7668002","0"
"101.9609375","42.6465126",".324671738",".717945391","2.112876254","19.30510533","9.77987949","99.23555279","0"
"94.765625","46.44359556",".703894987",".719807426","2.153846154","14.24063655","10.83716744","145.8505458","0"
"101.296875","46.90038635",".337467665",".554437741","1.758361204","12.33374949","11.48755491","178.6829623","0"
"35.0703125","39.30672326","4.522658784","21.06357501","27.60535117","61.69331397","2.014948043","2.496918796","1"
"22.515625","30.84132383","5.701812939","34.57422517","74.82692308","71.16992463",".803085933","-.138984649","1"
"101.5859375","46.70561518",".603978802","1.127494669","2.263377926","13.53145833","9.522586256","127.2462415","0"
"115.359375","51.9717072",".194953018","-.616708495","2.084448161","14.96055211","10.72927714","140.2192894","0"
"133.8125","46.72806136","-.090427112",".561630735","26.43311037","61.59207188","2.116086469","2.946849572","0"
"128.0234375","44.23418941",".109480707",".084028099","3.619565217","18.5328485","6.657102278","54.61513","0"
"115.0546875","41.58355831",".118165382",".510185175","3.517558528","23.24370363","7.333455385","56.31692888","0"
"120.5390625","71.48731338",".066583237","-1.237875696","1.568561873","15.70110071","11.66944828","146.7138413","0"
"126.9296875","44.28956275",".076327609",".144185739","1.394648829","11.63864102","13.08523408","223.4211301","0"
"116.3359375","45.01757944",".255124156",".495525485","2.290133779","19.15969509","9.733145197","103.5176329","0"
"106.9453125","41.4569258",".52218387",".880553283","3.346153846","19.54517733","6.677801566","50.46048876","0"
"125.9296875","48.38229654",".104638643","-.196970337","2.061036789","15.39514497","10.23520145","126.1449072","0"
"118.1640625","50.28058419","-.035576218","-.443982435","15.60367893","48.41209445","3.065684943","8.223162556","0"
"140.5625","55.68378214","-.234571412","-.699648398","3.199832776","19.11042633","7.975531794","74.24222492","0"
"102.5078125","58.88243001",".465318154","-.515087909","1.677257525","14.86014572","10.57648674","127.3935796","0"
"103.015625","39.34164944",".323328365","1.051164429","3.121237458","21.74466875","7.735822015","63.17190911","0"
"136.75","57.17844874","-.068414638","-.636238369","3.642976589","20.9592803","6.89649891","53.59366067","0"
"88.7265625","40.67222541",".600866079","1.123491692","1.178929766","11.4687196","14.26957284","252.5673058","0"
"93.5703125","46.69811352",".53190485",".416721117","1.636287625","14.54507425","10.6217484","131.3940043","0"
"119.484375","48.76505927",".03146022","-.112167573",".99916388","9.279612239","19.20623018","479.7565669","0"
"130.3828125","39.84405561","-.158322759",".389540448","1.220735786","14.37894124","13.53945602","198.2364565","0"
"107.25","52.62707834",".452688025",".170347382","2.331939799","14.48685311","9.001004441","107.9725056","0"
"107.2578125","39.49648839",".465881961","1.162877124","4.079431438","24.98041798","7.397079948","57.78473789","0"
"142.078125","45.28807262","-.320328426",".283952506","5.376254181","29.00989748","6.076265849","37.83139335","0"
"133.2578125","44.05824378","-.081059862",".115361506","1.632107023","12.00780568","11.97206663","195.5434476","0"
"134.9609375","49.55432662","-.135303833","-.080469602","10.69648829","41.34204361","3.893934139","14.13120625","0"
"117.9453125","45.50657724",".325437564",".661459458","2.836120401","23.11834971","8.943211912","82.47559187","0"
"138.1796875","51.5244835","-.031852329",".046797173","6.330267559","31.57634673","5.155939859","26.14331017","0"
"114.3671875","51.94571552","-.094498904","-.287984087","2.738294314","17.19189079","9.050612454","96.61190318","0"
"109.640625","49.01765217",".13763583","-.256699775","1.508361204","12.07290134","13.36792556","223.4384192","0"
"100.8515625","51.74352161",".393836792","-.011240741","2.841137124","21.63577754","8.302241891","71.58436903","0"
"136.09375","51.69100464","-.045908926","-.271816393","9.342809365","38.09639955","4.345438138","18.67364854","0"
"99.3671875","41.57220208","1.547196967","4.154106043","27.55518395","61.71901588","2.20880796","3.662680136","1"
"100.890625","51.89039446",".627486528","-.026497802","3.883779264","23.04526673","6.953167635","52.27944038","0"
"105.4453125","41.13996851",".142653801",".320419676","3.551839465","20.75501684","7.739552295","68.51977061","0"
"95.8671875","42.05992212",".326386917",".803501794","1.83277592","12.24896949","11.249331","177.2307712","0"
"117.3671875","53.90861351",".257953441","-.405049077","6.018394649","24.76612335","4.807783224","25.52261561","0"
"106.6484375","56.36718209",".378355072","-.266371607","2.43645485","18.40537062","9.378659682","96.86022536","0"
"112.71875","50.3012701",".279390953","-.129010712","8.281772575","37.81001224","4.691826852","21.27620977","0"
"130.8515625","52.43285734",".142596727",".018885442","2.64632107","15.65443599","9.464164025","115.6731586","0"
"119.4375","52.87481531","-.002549267","-.460360287","2.365384615","16.49803188","9.008351898","94.75565692","0"
"123.2109375","51.07801208",".179376819","-.17728516","2.107023411","16.92177312","10.08033334","112.5585913","0"
"102.6171875","49.69235371",".230438984",".193325371","1.489130435","16.00441146","12.64653474","171.8329021","0"
"110.109375","41.31816988",".094860398",".68311261","1.010033445","13.02627521","14.66651082","231.2041363","0"
"99.9140625","43.91949797",".475728501",".781486196",".619565217","9.440975862","20.1066391","475.680218","0"
"128.34375","52.17210664","-.049280401","-.208256987","2.173913043","12.9939472","9.965757364","141.5100843","0"
"142.0546875","53.87315957","-.470772686","-.125946417","4.423076923","27.08351266","6.681658306","45.94403008","0"
"121.1328125","47.6326062",".177360308",".024918111","2.151337793","20.55243738","9.920468181","99.74707919","0"
"102.328125","48.98040255",".315729409","-.202183315","1.898829431","13.83904002","11.61993869","172.1303732","0"
"147.8359375","53.62263651","-.131079596","-.288851172","2.692307692","17.08088101","8.849177975","92.20174502","0"
"108.0390625","34.91024257",".321156562","1.821631493","3.899665552","23.72205203","7.506209958","60.88691267","0"
"107.875","37.33065932",".49600476","1.481815856","1.173913043","12.01691346","14.53428973","252.6947381","0"
"118.84375","45.9319193","-.109242666",".137683548","2.33277592","14.71602871","9.634175054","118.6696797","0"
"138.4609375","48.91716569","-.039591916","-.176243068","2.443143813","18.3133067","8.672894053","83.06924213","0"
"116.203125","47.34586165",".211946824","-.022177703","3.606187291","18.94498977","7.035644684","59.23122572","0"
"120.5546875","45.54990543",".282923998",".419908714","1.358695652","13.07903424","13.31214143","212.5970294","1"
"121.8828125","53.04267461",".200520721","-.282219034","2.116220736","16.58087621","8.947602793","91.01176155","0"
"125.2109375","51.17519729",".139851288","-.385736754","1.147993311","12.41401211","14.06879728","228.1315536","0"
"107.90625","48.08414459",".460846577",".29651005","1.993311037","13.84106954","9.969395408","128.7447168","0"
"106.28125","43.02178545",".408868006","1.032014666","1.610367893","17.25115554","12.11019331","152.0149562","0"
"106.3359375","45.05002035",".418645099",".603995884","1.200668896","12.38856143","13.30645184","209.41199","0"
"125.734375","52.65772207",".026516673","-.429632907","4.850334448","29.93619483","6.361837308","40.25501275","0"
"113.546875","49.50029346",".130001201","-.202839025","2.407190635","14.42205142","9.310343318","113.6874714","0"
"134.0390625","51.80045885","-.195844789","-.396816077","1.107859532","13.23858397","13.77580037","208.4202575","0"
"105.1171875","45.09202762",".464847891",".878058377","4.283444816","23.96731526","6.562543005","46.66728734","0"
"95.328125","44.66789069",".386495074",".755115427","2.694816054","17.9985973","9.094177089","97.80243629","0"
"119.3359375","47.506953",".220316758",".645717725",".79264214","9.540907141","18.76653977","441.5133427","0"
"136.1875","51.95291588","-.070431774","-.482219687",".849498328","9.677531027","18.73655411","431.3904454","0"
"112.859375","55.10625168",".174766173","-.404019163","3.032608696","19.69431374","7.266252257","58.03777067","0"
